Código do Programa;Nome do Programa;Área;Código da Instituição;Instituição;Início Mestrado;Início Doutorado;data Atualizacao
31003010022P8;ECONOMIA;28;;UFF;1987;2002;2019/12/13 16:56:59.116
22001018009P0;ECONOMIA;28;;UFC;1972;2000;2019/12/13 16:56:59.116
33003017020P7;CI�NCIA ECON�MICA;28;;UNICAMP;1974;1977;2019/12/13 16:56:59.116
40001016024P0;DESENVOLVIMENTO ECON�MICO;28;;UFPR;1990;1999;2019/12/13 16:56:59.117
53003012004P8;ECONOMIA;28;;UCB;1998;2006;2019/12/13 16:56:59.117
33014019002P7;ECONOMIA DE EMPRESAS;28;;FGV/SP;1988;1988;2019/12/13 16:56:59.117
32002017009P4;ECONOMIA APLICADA;28;;UFV;1961;1972;2019/12/13 16:56:59.117
42005019027P0;ECONOMIA;28;;PUC/RS;2002;;2019/12/13 16:56:59.117
32006012009P0;ECONOMIA;28;;UFU;1996;-1;2019/12/13 16:56:59.117
40004015007P7;ECONOMIA;28;;UEM;1995;;2019/12/13 16:56:59.117
33005010011P4;ECONOMIA;28;;PUC/SP;1977;;2019/12/13 16:56:59.117
30001013008P6;ECONOMIA;28;;UFES;1994;;2019/12/13 16:56:59.117
22001018015P0;ECONOMIA RURAL;28;;UFC;1971;;2019/12/13 16:56:59.117
24001015027P3;ECONOMIA;28;;UFPB/J.P.;1980;;2019/12/13 16:56:59.117
41001010032P9;ECONOMIA;28;;UFSC;1995;;2019/12/13 16:56:59.117
28001010010P8;ECONOMIA;28;;UFBA;1973;;2019/12/13 16:56:59.117
33004030080P0;ECONOMIA;28;;UNESP/ARAR;1998;;2019/12/13 16:56:59.117
33002029037P6;ECONOMIA;28;;USP/RP;2004;;2019/12/13 16:56:59.117
32002017031P0;ECONOMIA;28;;UFV;2006;;2019/12/13 16:56:59.117
32005016016P0;ECONOMIA APLICADA;28;;UFJF;2006;;2019/12/13 16:56:59.117
42007011014P8;ECONOMIA;28;;UNISINOS;2006;;2019/12/13 16:56:59.117
23001011039P9;ECONOMIA;28;;UFRN;2005;;2019/12/13 16:56:59.117
31004016032P6;CI�NCIAS ECON�MICAS;28;;UERJ;2003;;2019/12/13 16:56:59.117
15001016050P0;ECONOMIA;28;;UFPA;2006;;2019/12/13 16:56:59.117
50001019013P6;AGRONEG�CIOS E DESENVOLVIMENTO REGIONAL;28;;UFMT;2005;;2019/12/13 16:56:59.117
15004015002P4;ECONOMIA;28;;UNAMA;1998;;2019/12/13 16:56:59.117
31001017103P1;URBANISMO;29;;UFRJ;1994;2001;2019/12/13 16:56:59.117
33002010097P3;ARQUITETURA E URBANISMO;29;;USP;1972;1980;2019/12/13 16:56:59.346
28001010019P5;ARQUITETURA E URBANISMO;29;;UFBA;1983;1999;2019/12/13 16:56:59.346
31005012027P9;DESIGN;29;;PUC-RIO;1994;2002;2019/12/13 16:56:59.346
33002045014P7;ARQUITETURA E URBANISMO;29;;USP/SC;1971;2002;2019/12/13 16:56:59.346
42001013049P8;ARQUITETURA;29;;UFRGS;1990;2000;2019/12/13 16:56:59.575
31001017088P2;ARQUITETURA;29;;UFRJ;1985;2003;2019/12/13 16:56:59.575
41001010048P2;ARQUITETURA E URBANISMO;29;;UFSC;2001;;2019/12/13 16:56:59.575
33024014020P7;ARQUITETURA E URBANISMO;29;;UPM;2000;2006;2019/12/13 16:56:59.575
23001011024P1;ARQUITETURA  E URBANISMO;29;;UFRN;1999;-1;2019/12/13 16:56:59.575
32001010049P0;ARQUITETURA;29;;UFMG;1995;;2019/12/13 16:56:59.575
33006016010P0;URBANISMO;29;;PUCCAMP;1997;;2019/12/13 16:56:59.575
33004056082P0;DESENHO INDUSTRIAL;29;;UNESP/BAU;1999;;2019/12/13 16:56:59.575
31003010052P4;ARQUITETURA E URBANISMO;29;;UFF;2002;;2019/12/13 16:56:59.575
53001010042P8;ARQUITETURA E URBANISMO;29;;UNB;1995;2003;2019/12/13 16:56:59.575
25001019057P2;DESIGN;29;;UFPE;2003;;2019/12/13 16:56:59.575
33106010002P5;DESIGN;29;;FAM;2006;;2019/12/13 16:56:59.575
33072019003P1;ARQUITETURA E URBANISMO;29;;USJT;2005;;2019/12/13 16:56:59.575
31004016041P5;DESIGN;29;;UERJ;2005;;2019/12/13 16:56:59.575
41001010062P5;URBANISMO, HIST�RIA E ARQUITETURA DA CIDADE;29;;UFSC;2005;;2019/12/13 16:56:59.575
26001012014P4;DIN�MICA DO ESPA�O HABITADO;29;;UFAL;2003;;2019/12/13 16:56:59.575
40001016053P0;DESIGN;29;;UFPR;2006;;2019/12/13 16:56:59.575
32001010034P2;DEMOGRAFIA;30;;UFMG;1985;1985;2019/12/13 16:56:59.575
31001017065P2;PLANEJAMENTO URBANO E REGIONAL;30;;UFRJ;1972;1993;2019/12/13 16:56:59.575
33003017061P5;DEMOGRAFIA;30;;UNICAMP;2003;1993;2019/12/13 16:56:59.575
42001013026P8;PLANEJAMENTO URBANO E REGIONAL;30;;UFRGS;1970;2004;2019/12/13 16:56:59.575
25001019030P7;DESENVOLVIMENTO URBANO;30;;UFPE;1975;1999;2019/12/13 16:56:59.575
42020018001P2;DESENVOLVIMENTO REGIONAL;30;;UNISC;1994;2005;2019/12/13 16:56:59.575
40015017004P6;DESENVOLVIMENTO REGIONAL E AGRONEG�CIO;30;;UNIOESTE;2003;;2019/12/13 16:56:59.575
31045014001P7;ESTUDOS POPULACIONAIS E PESQUISAS SOCIAIS;30;;ENCE;1998;;2019/12/13 16:56:59.575
28003012002P4;PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SOCIAL;30;;UCSAL;2005;;2019/12/13 16:56:59.575
28013018001P0;DESENVOLVIMENTO REGIONAL E URBANO;30;;UNIFACS;1999;2006;2019/12/13 16:56:59.575
40003019014P7;GEST�O URBANA;30;;PUC/PR;2003;;2019/12/13 16:56:59.575
33051011003P1;PLANEJAMENTO URBANO E REGIONAL;30;;UNIVAP;1993;;2019/12/13 16:56:59.575
41009010001P3;DESENVOLVIMENTO REGIONAL;30;;UNC;2006;;2019/12/13 16:56:59.575
41006011006P6;DESENVOLVIMENTO REGIONAL;30;;FURB;2000;;2019/12/13 16:56:59.575
14001012001P6;MESTRADO INTEGRADO EM DESENVOLVIMENTO REGIONAL;30;;UNIFAP;2006;;2019/12/13 16:56:59.575
52002012007P8;DESENVOLVIMENTO E PLANEJAMENTO TERRITORIAL;30;;UCGO;2006;;2019/12/13 16:56:59.575
28001010024P9;COMUNICA��O E CULTURA CONTEMPOR�NEA;31;;UFBA;1990;1995;2019/12/13 16:56:59.575
32001010052P0;COMUNICA��O SOCIAL;31;;UFMG;1995;2004;2019/12/13 16:56:59.575
31003010040P6;COMUNICA��O;31;;UFF;1997;2002;2019/12/13 16:56:59.575
42005019017P4;COMUNICA��O SOCIAL;31;;PUC/RS;1994;1999;2019/12/13 16:56:59.575
42007011004P2;CI�NCIAS DA COMUNICA��O;31;;UNISINOS;1994;1999;2019/12/13 16:56:59.807
32001010028P2;CI�NCIAS DA INFORMA��O;31;;UFMG;1976;1997;2019/12/13 16:57:00.034
33004110043P4;CI�NCIA DA INFORMA��O;31;;UNESP/MAR;1998;2005;2019/12/13 16:57:00.037
31001017064P6;COMUNICA��O;31;;UFRJ;1972;1983;2019/12/13 16:57:00.501
53001010018P0;CI�NCIAS DA INFORMA��O;31;;UNB;1978;1992;2019/12/13 16:57:00.501
42001013062P4;COMUNICA��O E INFORMA��O;31;;UFRGS;1995;2000;2019/12/13 16:57:00.501
33003017044P3;MULTIMEIOS;31;;UNICAMP;1986;1998;2019/12/13 16:57:00.501
25001019054P3;COMUNICA��O;31;;UFPE;2001;2007;2019/12/13 16:57:00.501
33017018004P9;COMUNICA��O SOCIAL;31;;UMESP;1978;1995;2019/12/13 16:57:00.501
33005010021P0;COMUNICA��O E SEMI�TICA;31;;PUC/SP;1970;1978;2019/12/13 16:57:00.501
33002010195P5;CI�NCIA DA INFORMA��O;31;;USP;2006;2006;2019/12/13 16:57:00.501
31003010056P0;CI�NCIAS DA INFORMA��O;31;;UFF;1970;1991;2019/12/13 16:57:00.501
53001010019P6;COMUNICA��O;31;;UNB;1974;2003;2019/12/13 16:57:00.501
40020010003P0;COMUNICA��O E LINGUAGENS;31;;UTP;1999;;2019/12/13 16:57:00.501
28001010041P0;CI�NCIA DA INFORMA��O;31;;UFBA;2000;;2019/12/13 16:57:00.501
33002010096P7;CI�NCIAS DA COMUNICA��O;31;;USP;1972;1980;2019/12/13 16:57:00.501
41001010052P0;CI�NCIA DA INFORMA��O;31;;UFSC;2000;;2019/12/13 16:57:00.502
31005012029P1;COMUNICA��O;31;;PUC-RIO;2003;;2019/12/13 16:57:00.504
33139016001P3;COMUNICA��O E PR�TICAS DE CONSUMO;31;;ESPM;2006;;2019/12/13 16:57:00.740
33106010003P1;COMUNICA��O;31;;FAM;2006;;2019/12/13 16:57:00.740
33065012002P2;COMUNICA��O E CULTURA;31;;UNISO;2006;;2019/12/13 16:57:00.742
31004016033P2;COMUNICA��O;31;;UERJ;2002;;2019/12/13 16:57:00.992
33004056081P4;COMUNICA��O;31;;UNESP/BAU;2001;;2019/12/13 16:57:00.994
33063010004P6;COMUNICA��O;31;;UNIP;1997;;2019/12/13 16:57:01.007
33034010004P7;COMUNICA��O;31;;UNIMAR;1997;;2019/12/13 16:57:01.007
33018014002P2;COMUNICA��O;31;;FCSCL;2006;;2019/12/13 16:57:01.007
42002010031P1;COMUNICA��O;31;;UFSM;2006;;2019/12/13 16:57:01.007
31021018008P2;MUSEOLOGIA E PATRIM�NIO;31;;UNIRIO;2006;;2019/12/13 16:57:01.007
33006016003P4;CI�NCIA DA INFORMA��O;31;;PUCCAMP;1977;;2019/12/13 16:57:01.007
33005010020P3;SERVI�O SOCIAL;32;;PUC/SP;1972;1981;2019/12/13 16:57:01.007
42005019008P5;SERVI�O SOCIAL;32;;PUC/RS;1977;1998;2019/12/13 16:57:01.007
20001010003P6;POL�TICAS P�BLICAS;32;;UFMA;1993;2001;2019/12/13 16:57:01.007
25001019031P3;SERVI�O SOCIAL;32;;UFPE;1979;1999;2019/12/13 16:57:01.265
53001010035P1;POL�TICA SOCIAL;32;;UNB;1990;2002;2019/12/13 16:57:01.490
31001017066P9;SERVI�O SOCIAL;32;;UFRJ;1976;1994;2019/12/13 16:57:01.490
31004016028P9;SERVI�O SOCIAL;32;;UERJ;1998;2005;2019/12/13 16:57:01.490
32002017019P0;ECONOMIA DOM�STICA;32;;UFV;1992;;2019/12/13 16:57:01.490
41001010047P6;SERVI�O SOCIAL;32;;UFSC;2001;;2019/12/13 16:57:01.490
33004072067P2;SERVI�O SOCIAL;32;;UNESP/FR;1991;1991;2019/12/13 16:57:01.490
31005012021P0;SERVI�O SOCIAL;32;;PUC-RIO;1972;2002;2019/12/13 16:57:01.490
21001014005P1;POL�TICAS P�BLICAS;32;;FUFPI;2002;;2019/12/13 16:57:01.490
40002012020P0;SERVI�O SOCIAL E POL�TICA SOCIAL;32;;UEL;2001;;2019/12/13 16:57:01.490
30001013020P6;POL�TICA SOCIAL;32;;UFES;2004;;2019/12/13 16:57:01.490
31003010049P3;POL�TICA SOCIAL;32;;UFF;2002;;2019/12/13 16:57:01.490
24001015019P0;SERVI�O SOCIAL;32;;UFPB/J.P.;1978;;2019/12/13 16:57:01.490
33078017004P6;POLITICAS SOCIAIS;32;;UNICSUL;2006;;2019/12/13 16:57:01.490
42006015005P2;POL�TICA SOCIAL;32;;UCPEL;2006;;2019/12/13 16:57:01.490
28003012003P0;POL�TICAS SOCIAIS E CIDADANIA;32;;UCSAL;2006;;2019/12/13 16:57:01.490
23001011027P0;SERVI�O SOCIAL;32;;UFRN;2000;;2019/12/13 16:57:01.491
32005016013P0;SERVI�O SOCIAL;32;;UFJF;2005;;2019/12/13 16:57:01.491
26001012016P7;SERVI�O SOCIAL;32;;UFAL;2004;;2019/12/13 16:57:01.491
15001016036P7;SERVI�O SOCIAL;32;;UFPA;1996;;2019/12/13 16:57:01.491
33003017066P7;FILOSOFIA;33;;UNICAMP;1994;1994;2019/12/13 16:57:01.491
32001010012P9;FILOSOFIA;33;;UFMG;1974;1993;2019/12/13 16:57:01.491
33002010031P2;FILOSOFIA;33;;USP;1971;1971;2019/12/13 16:57:01.491
42005019004P0;FILOSOFIA;33;;PUC/RS;1974;1995;2019/12/13 16:57:01.491
42001013032P8;FILOSOFIA;33;;UFRGS;1981;1988;2019/12/13 16:57:01.491
31005012006P1;FILOSOFIA;33;;PUC-RIO;1973;1985;2019/12/13 16:57:01.491
33001014010P9;FILOSOFIA;33;;UFSCAR;1988;2001;2019/12/13 16:57:01.493
31004016016P0;FILOSOFIA;33;;UERJ;1992;1998;2019/12/13 16:57:01.719
42007011010P2;FILOSOFIA;33;;UNISINOS;2001;;2019/12/13 16:57:01.719
41001010029P8;FILOSOFIA;33;;UFSC;1997;2005;2019/12/13 16:57:01.720
42002010002P1;FILOSOFIA;33;;UFSM;1973;;2019/12/13 16:57:01.721
33005010008P3;FILOSOFIA;33;;PUC/SP;1977;2001;2019/12/13 16:57:01.945
24001015046P8;PR. INTEGRADO DE FILOSOFIA (UFPE-UFPB-UFRN);33;;UFPB/J.P.;;2006;2019/12/13 16:57:01.947
24001015005P0;FILOSOFIA;33;;UFPB/J.P.;1979;;2019/12/13 16:57:01.950
31001017022P1;FILOSOFIA;33;;UFRJ;1977;1980;2019/12/13 16:57:01.950
31001017123P2;L�GICA E METAF�SICA;33;;UFRJ;2006;;2019/12/13 16:57:01.950
23001011030P1;FILOSOFIA;33;;UFRN;2001;;2019/12/13 16:57:01.950
40001016039P7;FILOSOFIA;33;;UFPR;2000;;2019/12/13 16:57:01.950
28001010042P7;FILOSOFIA;33;;UFBA;2001;;2019/12/13 16:57:01.950
32007019012P7;EST�TICA E FILOSOFIA DA ARTE;33;;UFOP;2006;;2019/12/13 16:57:01.950
53001010048P6;FILOSOFIA;33;;UNB;1999;;2019/12/13 16:57:01.950
40003019015P3;FILOSOFIA;33;;PUC/PR;2003;;2019/12/13 16:57:01.950
32029012003P4;FILOSOFIA;33;;FAJE;2006;;2019/12/13 16:57:01.950
33072019001P9;FILOSOFIA;33;;USJT;2003;;2019/12/13 16:57:01.950
33004110041P1;FILOSOFIA;33;;UNESP/MAR;1996;;2019/12/13 16:57:01.950
40015017005P2;FILOSOFIA;33;;UNIOESTE;2005;;2019/12/13 16:57:01.950
52001016011P9;FILOSOFIA;33;;UFG;1993;;2019/12/13 16:57:01.950
22001018037P3;FILOSOFIA;33;;UFC;1999;;2019/12/13 16:57:01.950
22003010011P7;FILOSOFIA;33;;FUNECE;1998;;2019/12/13 16:57:01.950
25001019014P1;FILOSOFIA;33;;UFPE;1979;;2019/12/13 16:57:01.950
31006019001P6;FILOSOFIA;33;;UGF;1976;1979;2019/12/13 16:57:01.950
33002010028P1;SOCIOLOGIA;34;;USP;1971;1971;2019/12/13 16:57:01.950
31012019001P2;SOCIOLOGIA;34;;IUPERJ;1973;1980;2019/12/13 16:57:01.950
31001017020P9;SOCIOLOGIA E ANTROPOLOGIA;34;;UFRJ;1980;1993;2019/12/13 16:57:01.950
33003017039P0;CI�NCIAS SOCIAIS;34;;UNICAMP;;1985;2019/12/13 16:57:01.950
42001013012P7;SOCIOLOGIA;34;;UFRGS;1973;1994;2019/12/13 16:57:01.950
33001014009P0;CI�NCIAS SOCIAIS;34;;UFSCAR;1988;2000;2019/12/13 16:57:01.950
33003017015P3;SOCIOLOGIA;34;;UNICAMP;1974;2003;2019/12/13 16:57:01.950
31004016020P8;CI�NCIAS SOCIAIS;34;;UERJ;1994;1999;2019/12/13 16:57:01.950
53001010009P0;SOCIOLOGIA;34;;UNB;1970;1984;2019/12/13 16:57:01.950
41001010018P6;SOCIOLOGIA POL�TICA;34;;UFSC;1985;1999;2019/12/13 16:57:01.950
33004030017P7;SOCIOLOGIA;34;;UNESP/ARAR;1981;1993;2019/12/13 16:57:01.950
33005010006P0;CI�NCIAS SOCIAIS;34;;PUC/SP;1973;1982;2019/12/13 16:57:01.950
31002013007P9;DESENVOLVIMENTO,AGRICULTURA E SOCIEDADE;34;;UFRRJ;1976;1995;2019/12/13 16:57:01.950
25001019012P9;SOCIOLOGIA;34;;UFPE;1967;1995;2019/12/13 16:57:01.950
22001018008P3;SOCIOLOGIA;34;;UFC;1976;1994;2019/12/13 16:57:01.950
32001010033P6;SOCIOLOGIA;34;;UFMG;1981;2007;2019/12/13 16:57:01.951
28001010023P2;CI�NCIAS SOCIAIS;34;;UFBA;1990;1999;2019/12/13 16:57:01.951
33002010134P6;INTEGRA��O DA AM�RICA LATINA;34;;USP;1988;1999;2019/12/13 16:57:01.951
32008015007P0;CI�NCIAS SOCIAIS;34;;PUC/MG;1999;2006;2019/12/13 16:57:01.951
24001015004P3;SOCIOLOGIA;34;;UFPB/J.P.;1979;1999;2019/12/13 16:57:01.951
42005019030P0;CI�NCIAS SOCIAIS;34;;PUC/RS;2005;;2019/12/13 16:57:01.951
42007011011P9;CI�NCIAS SOCIAIS;34;;UNISINOS;1999;2006;2019/12/13 16:57:01.955
33004110042P8;CI�NCIAS SOCIAIS;34;;UNESP/MAR;1999;2006;2019/12/13 16:57:01.955
40001016032P2;SOCIOLOGIA;34;;UFPR;1997;2004;2019/12/13 16:57:01.955
23001011004P0;CI�NCIAS SOCIAIS;34;;UFRN;1979;2001;2019/12/13 16:57:01.955
32001010047P7;SOCIOLOGIA E POL�TICA;34;;UFMG;;1994;2019/12/13 16:57:01.955
31005012030P0;SOCIOLOGIA POL�TICA E CULTURA;34;;PUC-RIO;2005;;2019/12/13 16:57:01.955
15001016034P4;CI�NCIAS SOCIAIS;34;;UFPA;2003;2002;2019/12/13 16:57:01.955
27001016011P8;CI�NCIAS SOCIAIS;34;;FUFSE;2001;;2019/12/13 16:57:01.955
20001010011P9;CI�NCIAS SOCIAIS;34;;UFMA;2003;;2019/12/13 16:57:01.955
40002012017P0;CI�NCIAS SOCIAIS;34;;UEL;2000;;2019/12/13 16:57:01.955
32005016011P8;CI�NCIAS SOCIAIS;34;;UFJF;2005;;2019/12/13 16:57:01.955
22003010009P2;POL�TICAS P�BLICAS E SOCIEDADE;34;;FUNECE;2001;;2019/12/13 16:57:01.955
52001016020P8;SOCIOLOGIA;34;;UFG;1999;;2019/12/13 16:57:01.955
42003016024P8;CI�NCIAS SOCIAIS;34;;UFPEL;2006;;2019/12/13 16:57:01.955
26001012013P8;SOCIOLOGIA;34;;UFAL;2003;;2019/12/13 16:57:01.955
53001010010P9;ANTROPOLOGIA;35;;UNB;1972;1981;2019/12/13 16:57:01.955
31001017021P5;ANTROPOLOGIA SOCIAL;35;;UFRJ;1968;1977;2019/12/13 16:57:01.955
42001013034P0;ANTROPOLOGIA SOCIAL;35;;UFRGS;1979;1991;2019/12/13 16:57:01.955
33002010151P8;ARQUEOLOGIA;35;;USP;1989;1989;2019/12/13 16:57:01.955
33002010029P8;CI�NCIA SOCIAL (ANTROPOLOGIA SOCIAL);35;;USP;1972;1972;2019/12/13 16:57:01.955
41001010017P0;ANTROPOLOGIA SOCIAL;35;;UFSC;1985;1999;2019/12/13 16:57:01.955
33003017016P0;ANTROPOLOGIA SOCIAL;35;;UNICAMP;1971;2004;2019/12/13 16:57:01.955
25001019013P5;ANTROPOLOGIA;35;;UFPE;1977;2001;2019/12/13 16:57:01.955
31003010031P7;ANTROPOLOGIA;35;;UFF;1994;2002;2019/12/13 16:57:01.955
25001019059P5;ARQUEOLOGIA;35;;UFPE;2003;2003;2019/12/13 16:57:01.955
40001016027P9;ANTROPOLOGIA SOCIAL;35;;UFPR;1991;;2019/12/13 16:57:01.955
31001017125P5;ARQUEOLOGIA;35;;UFRJ;2006;;2019/12/13 16:57:01.955
32001010072P1;ANTROPOLOGIA;35;;UFMG;2006;;2019/12/13 16:57:01.955
23001011037P6;ANTROPOLOGIA SOCIAL;35;;UFRN;2005;;2019/12/13 16:57:01.955
31001017024P4;GEOGRAFIA;36;;UFRJ;1972;1992;2019/12/13 16:57:01.955
33002010035P8;GEOGRAFIA (GEOGRAFIA HUMANA);36;;USP;1971;1971;2019/12/13 16:57:01.955
33004129042P3;GEOGRAFIA;36;;UNESP/PP;1988;1995;2019/12/13 16:57:01.955
42001013065P3;GEOGRAFIA;36;;UFRGS;1998;2004;2019/12/13 16:57:01.955
33002010034P1;GEOGRAFIA (GEOGRAFIA  F�SICA);36;;USP;1971;1971;2019/12/13 16:57:01.955
31003010041P2;GEOGRAFIA;36;;UFF;1999;2002;2019/12/13 16:57:01.955
32001010037P1;GEOGRAFIA;36;;UFMG;1988;2003;2019/12/13 16:57:01.955
32006012010P8;GEOGRAFIA;36;;UFU;1998;2003;2019/12/13 16:57:01.955
25001019016P4;GEOGRAFIA;36;;UFPE;1976;2004;2019/12/13 16:57:01.955
52001016012P5;GEOGRAFIA;36;;UFG;1995;2007;2019/12/13 16:57:01.955
41001010016P3;GEOGRAFIA;36;;UFSC;1985;1999;2019/12/13 16:57:01.955
22003010006P3;GEOGRAFIA;36;;FUNECE;1996;;2019/12/13 16:57:01.955
40001016035P1;GEOGRAFIA;36;;UFPR;1999;2006;2019/12/13 16:57:01.955
33003017080P0;GEOGRAFIA;36;;UNICAMP;1983;1994;2019/12/13 16:57:01.955
33004137004P0;GEOGRAFIA;36;;UNESP/RC;1977;1983;2019/12/13 16:57:01.955
40004015012P0;GEOGRAFIA;36;;UEM;1998;;2019/12/13 16:57:01.955
32008015003P4;TRATAMENTO DA INFORMA��O ESPACIAL;36;;PUC/MG;1996;1999;2019/12/13 16:57:01.955
53001010043P4;GEOGRAFIA;36;;UNB;1996;;2019/12/13 16:57:01.955
28001010032P1;GEOGRAFIA;36;;UFBA;1994;;2019/12/13 16:57:01.955
22001018044P0;GEOGRAFIA;36;;UFC;2004;;2019/12/13 16:57:01.960
42002010025P1;GEOGRAFIA;36;;UFSM;2003;;2019/12/13 16:57:01.965
40002012021P7;GEOGRAFIA, MEIO AMBIENTE E DESENVOLVIMENTO;36;;UEL;2001;;2019/12/13 16:57:01.965
24001015042P2;GEOGRAFIA;36;;UFPB/J.P.;2003;;2019/12/13 16:57:01.966
15001016042P7;GEOGRAFIA;36;;UFPA;2004;;2019/12/13 16:57:01.969
27001016001P2;GEOGRAFIA;36;;FUFSE;1985;2003;2019/12/13 16:57:01.970
50001019006P0;GEOGRAFIA;36;;UFMT;2003;;2019/12/13 16:57:01.970
31004016035P5;GEOGRAFIA;36;;UERJ;2002;;2019/12/13 16:57:01.972
23001011028P7;GEOGRAFIA;36;;UFRN;2000;;2019/12/13 16:57:02.197
40005011010P4;GEOGRAFIA;36;;UEPG;2006;;2019/12/13 16:57:02.417
33005010031P5;GEOGRAFIA;36;;PUC/SP;2006;;2019/12/13 16:57:02.418
10001018005P0;GEOGRAFIA;36;;UNIR;2006;;2019/12/13 16:57:02.419
51001012015P1;GEOGRAFIA;36;;UFMS;2000;;2019/12/13 16:57:02.649
33002029020P6;PSICOBIOLOGIA;37;;USP/RP;1984;1989;2019/12/13 16:57:02.653
33002010037P0;PSICOLOGIA (PSICOLOGIA EXPERIMENTAL);37;;USP;1970;1974;2019/12/13 16:57:02.658
42001013047P5;PSICOLOGIA;37;;UFRGS;1988;1995;2019/12/13 16:57:02.659
25001019018P7;PSICOLOGIA COGNITIVA;37;;UFPE;1976;1998;2019/12/13 16:57:02.661
33050015005P8;PSICOLOGIA;37;;USF;1999;2004;2019/12/13 16:57:02.662
31005012009P0;PSICOLOGIA (PSICOLOGIA CL�NICA);37;;PUC-RIO;1966;1985;2019/12/13 16:57:02.663
42005019006P2;PSICOLOGIA;37;;PUC/RS;1972;1995;2019/12/13 16:57:02.665
24001015043P9;PSICOLOGIA (PSICOLOGIA SOCIAL);37;;UFPB/J.P.;;2003;2019/12/13 16:57:02.666
53001010068P7;CI�NCIAS DO COMPORTAMENTO;37;;UNB;2006;2006;2019/12/13 16:57:02.667
31001017097P1;TEORIA PSICANAL�TICA;37;;UFRJ;1988;1994;2019/12/13 16:57:02.669
23001011025P8;PSICOLOGIA;37;;UFRN;1999;;2019/12/13 16:57:02.678
30001013006P3;PSICOLOGIA;37;;UFES;1992;1999;2019/12/13 16:57:02.680
33002010162P0;PSICOLOGIA (NEUROCI�NCIAS E COMPORTAMENTO);37;;USP;1991;1991;2019/12/13 16:57:02.683
31004016013P1;PSICOLOGIA SOCIAL;37;;UERJ;1991;2001;2019/12/13 16:57:02.919
23001011003P4;PSICOBIOLOGIA;37;;UFRN;1985;1998;2019/12/13 16:57:02.922
53001010065P8;PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZA��ES (PSTO);37;;UNB;2006;2006;2019/12/13 16:57:02.924
33002029030P1;PSICOLOGIA;37;;USP/RP;1995;1995;2019/12/13 16:57:02.929
41001010036P4;PSICOLOGIA;37;;UFSC;1995;2004;2019/12/13 16:57:02.929
53001010062P9;PROCESSOS DE DESENVOLVIMENTO HUMANO E SA�DE;37;;UNB;2006;2006;2019/12/13 16:57:02.929
24001015006P6;PSICOLOGIA (PSICOLOGIA SOCIAL);37;;UFPB/J.P.;1976;2003;2019/12/13 16:57:02.929
33005010013P7;PSICOLOGIA (PSICOLOGIA SOCIAL);37;;PUC/SP;1972;1983;2019/12/13 16:57:02.929
33002010040P1;PSICOLOGIA SOCIAL;37;;USP;1976;1989;2019/12/13 16:57:02.929
15001016009P0;PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO);37;;UFPA;1987;1999;2019/12/13 16:57:02.929
28001010044P0;PSICOLOGIA;37;;UFBA;2002;2007;2019/12/13 16:57:02.929
32001010041P9;PSICOLOGIA;37;;UFMG;1989;;2019/12/13 16:57:02.929
31001017098P8;PSICOLOGIA;37;;UFRJ;1992;1992;2019/12/13 16:57:02.929
33002010039P3;PSICOLOGIA CL�NICA;37;;USP;1975;1982;2019/12/13 16:57:02.929
33002010038P7;PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO;37;;USP;1970;1974;2019/12/13 16:57:02.929
31004016027P2;PSICAN�LISE;37;;UERJ;1998;2007;2019/12/13 16:57:02.929
33049017002P4;PSICOLOGIA;37;;UNIMARCO;1994;;2019/12/13 16:57:02.929
33005010014P3;PSICOLOGIA (PSICOLOGIA CL�NICA);37;;PUC/SP;1976;1983;2019/12/13 16:57:02.929
53001010064P1;PSICOLOGIA CL�NICA E CULTURA;37;;UNB;2006;2006;2019/12/13 16:57:02.929
52002012001P0;PSICOLOGIA;37;;UCGO;1999;2007;2019/12/13 16:57:02.929
53003012002P5;PSICOLOGIA;37;;UCB;1999;;2019/12/13 16:57:02.929
33006016002P8;PSICOLOGIA;37;;PUCCAMP;1972;1995;2019/12/13 16:57:02.929
33017018002P6;PSICOLOGIA DA SA�DE;37;;UMESP;1978;;2019/12/13 16:57:02.929
33005010026P1;PSICOLOGIA EXPERIMENTAL: AN�LISE DO COMPORTAMENTO;37;;PUC/SP;1999;;2019/12/13 16:57:02.929
31001017101P9;PSICOSSOCIOLOGIA DE COMUNID.E ECOLOGIA SOCIAL;37;;UFRJ;1992;1999;2019/12/13 16:57:02.929
42001013064P7;PSICOLOGIA SOCIAL E INSTITUCIONAL;37;;UFRGS;1998;;2019/12/13 16:57:02.929
25002015001P3;PSICOLOGIA CL�NICA;37;;UNICAP;1999;;2019/12/13 16:57:02.929
32008015012P3;PSICOLOGIA;37;;PUC/MG;2004;;2019/12/13 16:57:02.929
31003010043P5;PSICOLOGIA;37;;UFF;1999;;2019/12/13 16:57:02.929
33004048021P6;PSICOLOGIA;37;;UNESP/ASS;1995;;2019/12/13 16:57:02.929
31025013004P2;PSICOLOGIA;37;;UNIVERSO;2006;;2019/12/13 16:57:02.929
