Código do Programa;Nome do Programa;Área;Código da Instituição;Instituição;Início Mestrado;Início Doutorado;data Atualizacao
42001013050P6;CI�NCIAS MEDICAS: PEDIATRIA;16;;UFRGS;1989;1996;2019/12/13 16:56:43.728
33009015017P4;MEDICINA (NEUROLOGIA);16;;UNIFESP;1978;1978;2019/12/13 16:56:43.728
32001010023P0;INFECTOLOGIA E MEDICINA TROPICAL;16;;UFMG;1972;1974;2019/12/13 16:56:43.728
33009015015P1;MEDICINA (HEMATOLOGIA);16;;UNIFESP;1976;1976;2019/12/13 16:56:43.728
32001010019P3;PATOLOGIA;16;;UFMG;1973;1977;2019/12/13 16:56:43.728
33002010056P5;PATOLOGIA;16;;USP;;1975;2019/12/13 16:56:43.728
33009015033P0;PSICOBIOLOGIA;16;;UNIFESP;1986;1986;2019/12/13 16:56:43.728
33002010073P7;PSIQUIATRIA;16;;USP;1974;1979;2019/12/13 16:56:43.729
28001010011P4;PATOLOGIA HUMANA;16;;UFBA;1973;1988;2019/12/13 16:56:43.730
33002010069P0;NEUROLOGIA;16;;USP;1973;1973;2019/12/13 16:56:43.954
31001017049P7;MEDICINA (DOEN�AS INFECCIOSAS E PARASIT�RIAS);16;;UFRJ;1970;1974;2019/12/13 16:56:44.186
33002029015P2;SA�DE DA CRIAN�A E DO ADOLESCENTE;16;;USP/RP;1971;1971;2019/12/13 16:56:44.187
31010016003P2;MEDICINA TROPICAL;16;;FIOCRUZ;1980;1987;2019/12/13 16:56:44.188
23001011031P8;CI�NCIAS DA SA�DE;16;;UFRN;2001;2005;2019/12/13 16:56:44.417
33002010133P0;RADIOLOGIA;16;;USP;;1987;2019/12/13 16:56:44.417
33009015041P2;NUTRI��O;16;;UNIFESP;1991;1991;2019/12/13 16:56:44.658
32067011001P6;CI�NCIAS DA SA�DE;16;;CPqRR;2003;2003;2019/12/13 16:56:44.658
33009015019P7;PEDIATRIA E CI�NCIAS APLICADAS � PEDIATRIA;16;;UNIFESP;1980;1980;2019/12/13 16:56:44.662
33002029022P9;F�SICA APLICADA � MEDICINA E BIOLOGIA;16;;USP/RP;1986;1995;2019/12/13 16:56:44.894
42005019020P5;MEDICINA PEDIATRIA E SAUDE DA CRIAN�A;16;;PUC/RS;1995;2003;2019/12/13 16:56:45.128
33004064056P5;PATOLOGIA;16;;UNESP/BOT;1989;1989;2019/12/13 16:56:45.129
42001013073P6;CI�NCIAS M�DICAS: PSIQUIATRIA;16;;UFRGS;2000;2000;2019/12/13 16:56:45.130
32001010035P9;CI�NCIAS DA SA�DE;16;;UFMG;1987;1994;2019/12/13 16:56:45.130
33002010068P3;DOEN�AS INFECCIOSAS E PARASIT�RIAS;16;;USP;1973;1979;2019/12/13 16:56:45.130
33009015031P7;REUMATOLOGIA;16;;UNIFESP;1984;1984;2019/12/13 16:56:45.130
33002029007P0;PATOLOGIA;16;;USP/RP;1977;1977;2019/12/13 16:56:45.130
33009015032P3;PSIQUIATRIA E PSICOLOGIA M�DICA;16;;UNIFESP;1984;1984;2019/12/13 16:56:45.130
33009015029P2;MEDICINA (RADIOLOGIA CL�NICA);16;;UNIFESP;1982;1982;2019/12/13 16:56:45.130
33002029029P3;MEDICINA (SA�DE MENTAL);16;;USP/RP;1991;1991;2019/12/13 16:56:45.130
25001019028P2;NUTRI��O;16;;UFPE;1971;1991;2019/12/13 16:56:45.130
31001017056P3;PSIQUIATRIA, PSICAN�LISE E SA�DE MENTAL;16;;UFRJ;1972;1975;2019/12/13 16:56:45.130
33002010177P7;CI�NCIAS (FISIOPATOLOGIA EXPERIMENTAL);16;;USP;1996;1996;2019/12/13 16:56:45.130
33002010072P0;MEDICINA (PEDIATRIA);16;;USP;1972;1972;2019/12/13 16:56:45.130
31001017057P0;MEDICINA (RADIOLOGIA);16;;UFRJ;1972;1985;2019/12/13 16:56:45.130
25001019024P7;MEDICINA TROPICAL;16;;UFPE;1973;2000;2019/12/13 16:56:45.130
42015014002P9;PATOLOGIA;16;;FFFCMPA;1993;1993;2019/12/13 16:56:45.130
52001016003P6;MEDICINA TROPICAL;16;;UFG;1976;2002;2019/12/13 16:56:45.130
33002010074P3;MEDICINA (REUMATOLOGIA);16;;USP;1977;1977;2019/12/13 16:56:45.130
33003017054P9;SA�DE DA CRIAN�A E DO ADOLESCENTE;16;;UNICAMP;1988;1988;2019/12/13 16:56:45.130
32012012003P8;MEDICINA TROPICAL E INFECTOLOGIA;16;;UFTM;1998;2000;2019/12/13 16:56:45.130
33009015006P2;PATOLOGIA;16;;UNIFESP;1978;1985;2019/12/13 16:56:45.130
40001016013P8;SA�DE DA CRIAN�A E DO ADOLESCENTE;16;;UFPR;1975;2001;2019/12/13 16:56:45.130
52001016034P9;CI�NCIAS DA SA�DE;16;;UFG;2006;2006;2019/12/13 16:56:45.130
25005014001P2;SA�DE MATERNO INFANTIL;16;;IMIP;1993;2006;2019/12/13 16:56:45.132
40002012026P9;PATOLOGIA EXPERIMENTAL;16;;UEL;2002;2007;2019/12/13 16:56:45.392
53001010015P0;MEDICINA TROPICAL;16;;UNB;1976;1996;2019/12/13 16:56:45.392
53001010047P0;CI�NCIAS DA SA�DE;16;;UNB;1995;1995;2019/12/13 16:56:45.392
25001019026P0;SA�DE DA CRIAN�A E DO ADOLESCENTE;16;;UFPE;1973;2006;2019/12/13 16:56:45.395
30001013010P0;DOEN�AS INFECCIOSAS;16;;UFES;1996;;2019/12/13 16:56:45.397
33002010061P9;ALERGIA E IMUNOPATOLOGIA;16;;USP;1978;1998;2019/12/13 16:56:45.400
32012012001P5;PATOLOGIA;16;;UFTM;1987;1993;2019/12/13 16:56:45.656
33002010163P6;NUTRI��O HUMANA APLICADA;16;;USP;1991;1991;2019/12/13 16:56:45.670
31001017040P0;MEDICINA (ANATOMIA PATOL�GICA);16;;UFRJ;1978;;2019/12/13 16:56:45.670
25001019043P1;NEUROPSIQUIATRIA E CI�NCIAS DO COMPORTAMENTO;16;;UFPE;1994;2006;2019/12/13 16:56:45.670
31001017084P7;NUTRI��O;16;;UFRJ;1985;2006;2019/12/13 16:56:45.670
15001016015P0;DOEN�AS TROPICAIS;16;;UFPA;1994;2007;2019/12/13 16:56:45.670
33115010001P8;CI�NCIAS;16;;CIP;2000;2000;2019/12/13 16:56:45.670
31021018006P0;NEUROLOGIA;16;;UNIRIO;2004;;2019/12/13 16:56:45.670
32002017024P3;CI�NCIA DA NUTRI��O;16;;UFV;2001;;2019/12/13 16:56:45.670
53001010049P2;NUTRI��O HUMANA;16;;UNB;2000;;2019/12/13 16:56:45.670
33004064065P4;DOEN�AS TROPICAIS;16;;UNESP/BOT;1992;1992;2019/12/13 16:56:45.670
40004015021P0;CI�NCIAS DA SA�DE;16;;UEM;2003;;2019/12/13 16:56:45.670
42004012012P6;CI�NCIAS DA SA�DE;16;;FURG;2004;;2019/12/13 16:56:45.670
31003010025P7;MEDICINA (NEUROLOGIA);16;;UFF;1989;1994;2019/12/13 16:56:45.670
33002010065P4;MEDICINA (HEMATOLOGIA);16;;USP;1975;1975;2019/12/13 16:56:45.670
28001010047P9;ALIMENTOS, NUTRI��O E SA�DE;16;;UFBA;2005;;2019/12/13 16:56:45.670
31003010017P4;PATOLOGIA;16;;UFF;1980;1984;2019/12/13 16:56:45.670
22001018019P5;PATOLOGIA;16;;UFC;1991;;2019/12/13 16:56:45.670
12008010001P9;MEDICINA TROPICAL;16;;UEA;2002;2006;2019/12/13 16:56:45.670
20001010014P8;SA�DE MATERNO-INFANTIL;16;;UFMA;2005;;2019/12/13 16:56:45.670
33076014003P7;SA�DE MATERNO INFANTIL;16;;UNISA;1999;;2019/12/13 16:56:45.670
41001010049P9;NUTRI��O;16;;UFSC;2002;;2019/12/13 16:56:45.670
24001015041P6;CI�NCIAS DA NUTRI��O;16;;UFPB/J.P.;1995;;2019/12/13 16:56:45.670
26001012023P3;CI�NCIAS DA SA�DE;16;;UFAL;2006;;2019/12/13 16:56:45.670
26001012020P4;NUTRI��O;16;;UFAL;2005;;2019/12/13 16:56:45.670
12001015010P0;PATOLOGIA TROPICAL;16;;UFAM;1995;;2019/12/13 16:56:45.670
31003010012P2;SA�DE DA CRIAN�A E DO ADOLESCENTE;16;;UFF;1982;;2019/12/13 16:56:45.670
33019010006P4;MEDICINA (PEDIATRIA);16;;FCMSCSP;1991;1991;2019/12/13 16:56:45.670
25001019022P4;PATOLOGIA;16;;UFPE;1973;;2019/12/13 16:56:45.673
33009015024P0;MEDICINA (OFTALMOLOGIA);17;;UNIFESP;1980;1980;2019/12/13 16:56:45.919
33009015038P1;CIRURGIA PL�STICA;17;;UNIFESP;1990;1990;2019/12/13 16:56:46.166
33009015021P1;MEDICINA (UROLOGIA);17;;UNIFESP;1978;1978;2019/12/13 16:56:46.408
31004016050P4;FISIOPATOLOGIA E CI�NCIAS CIR�RGICAS;17;;UERJ;2006;2006;2019/12/13 16:56:46.408
33009015014P5;MEDICINA (GINECOLOGIA);17;;UNIFESP;1977;1977;2019/12/13 16:56:46.411
33002029009P2;GINECOLOGIA E OBSTETR�CIA;17;;USP/RP;1971;1971;2019/12/13 16:56:46.413
33002010070P8;OTORRINOLARINGOLOGIA;17;;USP;2006;1978;2019/12/13 16:56:46.648
33004064006P8;BASES GERAIS DA CIRURGIA;17;;UNESP/BOT;1975;1975;2019/12/13 16:56:46.650
33002029008P6;MEDICINA (CL�NICA CIR�RGICA);17;;USP/RP;1971;1971;2019/12/13 16:56:46.891
33004064076P6;ANESTESIOLOGIA;17;;UNESP/BOT;1994;1994;2019/12/13 16:56:46.891
33003017062P1;TOCOGINECOLOGIA;17;;UNICAMP;1990;1990;2019/12/13 16:56:46.891
33002010161P3;MEDICINA (CIRURGIA TOR�CICA E CARDIOVASCULAR);17;;USP;;1990;2019/12/13 16:56:46.891
33009015018P0;MEDICINA (OTORRINOLARINGOLOGIA);17;;UNIFESP;1979;1979;2019/12/13 16:56:46.891
33004064077P2;GINECOLOGIA, OBSTETR�CIA E MASTOLOGIA;17;;UNESP/BOT;1992;1992;2019/12/13 16:56:46.891
33002010129P2;UROLOGIA;17;;USP;1987;1987;2019/12/13 16:56:46.891
33009015013P9;MEDICINA (OBSTETR�CIA);17;;UNIFESP;1979;1979;2019/12/13 16:56:46.891
33002010153P0;MEDICINA (CIRURGIA DO APARELHO DIGESTIVO);17;;USP;1988;1988;2019/12/13 16:56:46.891
40001016018P0;MEDICINA (CL�NICA CIR�RGICA);17;;UFPR;1983;1990;2019/12/13 16:56:46.891
33002010115P1;ORTOPEDIA E TRAUMATOLOGIA;17;;USP;1974;1974;2019/12/13 16:56:46.891
42001013054P1;MEDICINA CIRURGIA;17;;UFRGS;1991;2000;2019/12/13 16:56:46.891
33002010132P3;ANESTESIOLOGIA;17;;USP;;1987;2019/12/13 16:56:46.891
33002010064P8;MEDICINA (OBSTETR�CIA E GINECOLOGIA);17;;USP;1973;1973;2019/12/13 16:56:46.891
32001010022P4;MEDICINA (OBSTETR�CIA E GINECOLOGIA);17;;UFMG;1970;1996;2019/12/13 16:56:46.891
25001019023P0;CIRURGIA;17;;UFPE;1973;1998;2019/12/13 16:56:46.891
33009015010P0;MEDICINA (CIRURGIA CARDIOVASCULAR);17;;UNIFESP;1979;1979;2019/12/13 16:56:46.891
33002029038P2;OFTALMOLOGIA OTORRINOLARINGOLOGIA E CIR. DE CABE�A E PESCO�O;17;;USP/RP;2003;2003;2019/12/13 16:56:46.891
33009015050P1;CIRURGIA E EXPERIMENTA��O;17;;UNIFESP;2002;2002;2019/12/13 16:56:46.891
33002010122P8;OFTALMOLOGIA;17;;USP;;1980;2019/12/13 16:56:46.891
33003017063P8;CIRURGIA;17;;UNICAMP;1988;1988;2019/12/13 16:56:46.891
33009015009P1;MEDICINA (GASTROENTEROLOGIA CIR�RGICA);17;;UNIFESP;1973;1973;2019/12/13 16:56:46.891
32001010069P0;CIRURGIA;17;;UFMG;1972;1972;2019/12/13 16:56:46.892
32001010070P9;OFTALMOLOGIA;17;;UFMG;;1959;2019/12/13 16:56:47.129
40003019012P4;CIRURGIA;17;;PUC/PR;2002;;2019/12/13 16:56:47.131
22001018023P2;CIRURGIA;17;;UFC;1993;2001;2019/12/13 16:56:47.132
33002029014P6;MEDICINA (ORTOPEDIA E TRAUMATOLOGIA);17;;USP/RP;1974;1974;2019/12/13 16:56:47.133
33009015037P5;ORTOPEDIA E TRAUMATOLOGIA;17;;UNIFESP;1990;1990;2019/12/13 16:56:47.135
33002010059P4;MEDICINA (CL�NICA CIR�RGICA);17;;USP;;1973;2019/12/13 16:56:47.374
33019010003P5;MEDICINA (CIRURGIA);17;;FCMSCSP;1982;1982;2019/12/13 16:56:47.379
33019010005P8;MEDICINA (TOCOGINECOLOGIA);17;;FCMSCSP;1989;1989;2019/12/13 16:56:47.386
33009015008P5;MEDICINA (NEUROCIRURGIA);17;;UNIFESP;1978;1978;2019/12/13 16:56:47.631
31001017042P2;MEDICINA (CIRURGIA GERAL);17;;UFRJ;1972;1976;2019/12/13 16:56:47.636
40009017001P0;PRINC�PIOS DA CIRURGIA;17;;FEPAR;1994;1997;2019/12/13 16:56:47.638
33019010008P7;MEDICINA, ORTOPEDIA E TRAUMATOLOGIA;17;;FCMSCSP;1995;;2019/12/13 16:56:47.638
33002010193P2;CIRURGIA PLASTICA;17;;USP;1994;1995;2019/12/13 16:56:47.638
33039011003P9;CI�NCIAS DA SA�DE;17;;HOSPHEL;2002;;2019/12/13 16:56:47.638
25004018004P5;TOCOGINECOLOGIA;17;;FESP/UPE;1993;;2019/12/13 16:56:47.638
33019010007P0;MEDICINA (OTORRINOLARINGOLOGIA);17;;FCMSCSP;1992;1992;2019/12/13 16:56:47.638
22001018039P6;TOCO-GINECOLOGIA;17;;UFC;2002;;2019/12/13 16:56:47.638
31004016012P5;MEDICINA (UROLOGIA);17;;UERJ;1989;;2019/12/13 16:56:47.638
33003033003P6;ODONTOLOGIA;18;;UNICAMP/Pi;1978;1983;2019/12/13 16:56:47.638
33003033008P8;CL�NICA ODONTOL�GICA;18;;UNICAMP/Pi;1993;1993;2019/12/13 16:56:47.638
33003033009P4;ESTOMATOPATOLOGIA;18;;UNICAMP/Pi;1999;1999;2019/12/13 16:56:47.638
33003033004P2;MATERIAIS DENT�RIOS;18;;UNICAMP/Pi;1983;1991;2019/12/13 16:56:47.638
33002010139P8;ODONTOLOGIA (PATOLOGIA BUCAL);18;;USP;1988;1988;2019/12/13 16:56:47.638
32001010025P3;ODONTOLOGIA;18;;UFMG;1979;2003;2019/12/13 16:56:47.638
33002010141P2;ODONTOLOGIA (DENT�STICA);18;;USP;1988;1988;2019/12/13 16:56:47.638
33002010146P4;ODONTOLOGIA (MATERIAIS DENT�RIOS);18;;USP;1988;1988;2019/12/13 16:56:47.638
33002029034P7;ODONTOLOGIA (PERIODONTIA);18;;USP/RP;1998;2006;2019/12/13 16:56:47.638
33004030059P1;PERIODONTIA;18;;UNESP/ARAR;1990;1993;2019/12/13 16:56:47.638
33002029019P8;ODONTOLOGIA (REABILITA��O ORAL);18;;USP/RP;1983;1987;2019/12/13 16:56:47.638
33002029035P3;ODONTOPEDIATRIA;18;;USP/RP;1998;2006;2019/12/13 16:56:47.638
33003033001P3;BIOLOGIA PATOLOGIA BUCO DENTAL;18;;UNICAMP/Pi;1974;1984;2019/12/13 16:56:47.638
33004145081P0;BIOPATOLOGIA BUCAL;18;;UNESP/SJC;1997;1998;2019/12/13 16:56:47.638
33002029032P4;ODONTOLOGIA RESTAURADORA;18;;USP/RP;1997;2003;2019/12/13 16:56:47.638
33032017004P0;ODONTOLOGIA  (ENDODONTIA);18;;UNAERP;2000;2005;2019/12/13 16:56:47.638
42005019022P8;ODONTOLOGIA;18;;PUC/RS;1999;2003;2019/12/13 16:56:47.638
33003033005P9;RADIOLOGIA ODONTOL�GICA;18;;UNICAMP/Pi;1983;1994;2019/12/13 16:56:47.638
31001017059P2;ODONTOLOGIA;18;;UFRJ;1960;1981;2019/12/13 16:56:47.638
42001013053P5;ODONTOLOGIA;18;;UFRGS;1991;2002;2019/12/13 16:56:47.638
33004030082P3;REABILITA��O ORAL;18;;UNESP/ARAR;1996;1996;2019/12/13 16:56:47.638
33004030010P2;CI�NCIAS ODONTOL�GICAS;18;;UNESP/ARAR;1978;1983;2019/12/13 16:56:47.638
33002053004P7;ORTODONTIA E ODONTOLOGIA EM SA�DE COLETIVA;18;;USP/FOB;1973;1983;2019/12/13 16:56:47.638
33002053008P2;ODONTOLOGIA (PATOLOGIA BUCAL);18;;USP/FOB;1987;1987;2019/12/13 16:56:47.638
42003016001P8;ODONTOLOGIA;18;;UFPEL;1976;2004;2019/12/13 16:56:47.638
33002053001P8;ODONTOLOGIA (DENT�STICA);18;;USP/FOB;1972;1978;2019/12/13 16:56:47.638
33004030060P0;ENDODONTIA;18;;UNESP/ARAR;1990;1993;2019/12/13 16:56:47.638
33004021073P5;ODONTOPEDIATRIA;18;;UNESP/Ara�;1993;1995;2019/12/13 16:56:47.638
33002010138P1;ODONTOLOGIA (DIAGN�STICO BUCAL);18;;USP;1988;1988;2019/12/13 16:56:47.638
41001010008P0;ODONTOLOGIA;18;;UFSC;1971;2000;2019/12/13 16:56:47.638
31004016008P8;ODONTOLOGIA;18;;UERJ;1982;1998;2019/12/13 16:56:47.638
33004145070P8;ODONTOLOGIA RESTAURADORA;18;;UNESP/SJC;1992;1992;2019/12/13 16:56:47.638
31003010053P0;ODONTOLOGIA;18;;UFF;2002;;2019/12/13 16:56:47.638
33002053002P4;ODONTOLOGIA (ESTOMATOLOGIA BIOLOGIA ORAL);18;;USP/FOB;1970;1975;2019/12/13 16:56:47.638
40003019009P3;ODONTOLOGIA;18;;PUC/PR;1996;2006;2019/12/13 16:56:47.638
33119015002P6;ODONTOLOGIA;18;;SLMANDIC;2004;2005;2019/12/13 16:56:47.638
33002010077P2;CI�NCIAS ODONTOL�GICAS;18;;USP;1971;1984;2019/12/13 16:56:47.638
33021015001P3;ODONTOLOGIA;18;;UNITAU;1991;2007;2019/12/13 16:56:47.638
33067015003P1;BIOLOGIA ORAL;18;;USC;2003;2006;2019/12/13 16:56:47.641
24001015039P1;ODONTOLOGIA;18;;UFPB/J.P.;;2000;2019/12/13 16:56:47.646
33004021074P1;ODONTOLOGIA PREVENTIVA E SOCIAL;18;;UNESP/Ara�;1994;1995;2019/12/13 16:56:47.648
42019010001P1;ODONTOLOGIA;18;;ULBRA;1995;2006;2019/12/13 16:56:47.650
23001011005P7;PATOLOGIA ORAL;18;;UFRN;1978;1997;2019/12/13 16:56:47.664
22001018046P2;ODONTOLOGIA;18;;UFC;2005;;2019/12/13 16:56:47.665
25004018006P8;ODONTOLOGIA;18;;FESP/UPE;1972;1986;2019/12/13 16:56:47.668
32008015009P2;ODONTOLOGIA;18;;PUC/MG;2002;;2019/12/13 16:56:47.671
25004018008P0;HEBIATRIA - DETERMINANTES DE SA�DE NA ADOLESCENCIA;18;;FESP/UPE;2005;;2019/12/13 16:56:47.674
33002053005P3;ODONTOLOGIA (REABILITA��O ORAL);18;;USP/FOB;1970;1975;2019/12/13 16:56:47.674
33117012001P7;ODONTOLOGIA;18;;UnG;2003;;2019/12/13 16:56:47.675
40005011004P4;ODONTOLOGIA;18;;UEPG;2002;;2019/12/13 16:56:47.679
33078017001P7;ODONTOLOGIA;18;;UNICSUL;2004;;2019/12/13 16:56:47.684
24001015034P0;ODONTOLOGIA (DIAGN�STICO BUCAL);18;;UFPB/J.P.;1990;;2019/12/13 16:56:47.686
33004030008P8;DENT�STICA RESTAURADORA;18;;UNESP/ARAR;1978;1984;2019/12/13 16:56:47.687
33004021011P0;ODONTOLOGIA;18;;UNESP/Ara�;1977;1981;2019/12/13 16:56:47.691
33002053007P6;ODONTOLOGIA (ENDODONTIA);18;;USP/FOB;1987;1989;2019/12/13 16:56:47.693
33057010002P7;ODONTOLOGIA;18;;UNIB;2005;;2019/12/13 16:56:47.932
33002053003P0;ODONTOLOGIA (ODONTOPEDIATRIA);18;;USP/FOB;1975;1986;2019/12/13 16:56:48.170
32006012016P6;ODONTOLOGIA;18;;UFU;2001;;2019/12/13 16:56:48.172
28001010029P0;ODONTOLOGIA;18;;UFBA;1992;;2019/12/13 16:56:48.173
33063010002P3;ODONTOLOGIA;18;;UNIP;1993;;2019/12/13 16:56:48.175
40024016001P2;ODONTOLOGIA;18;;UNOPAR;2003;;2019/12/13 16:56:48.176
25001019058P9;ODONTOLOGIA;18;;UFPE;2001;;2019/12/13 16:56:48.177
23001011033P0;ODONTOLOGIA;18;;UFRN;2003;;2019/12/13 16:56:48.442
15001016039P6;ODONTOLOGIA;18;;UFPA;2003;;2019/12/13 16:56:48.453
32021011001P0;CL�NICA ODONTOL�GICA;18;;UNINCOR;2003;;2019/12/13 16:56:48.461
33017018006P1;ODONTOLOGIA;18;;UMESP;1981;;2019/12/13 16:56:48.463
33002010187P2;ODONTOLOGIA (PR�TESE-BUCO-MAXILO FACIAL);18;;USP;2003;;2019/12/13 16:56:48.488
23004010001P0;ODONTOLOGIA;18;;UNP;2004;;2019/12/13 16:56:48.491
52001016025P0;ODONTOLOGIA;18;;UFG;2003;;2019/12/13 16:56:48.492
33002010076P6;ODONTOLOGIA (ORTODONTIA);18;;USP;1966;1995;2019/12/13 16:56:48.494
33034010003P0;CL�NICA ODONTOL�GICA;18;;UNIMAR;1997;;2019/12/13 16:56:48.503
33003033007P1;ODONTOLOGIA LEGAL E DEONTOLOGIA;18;;UNICAMP/Pi;1990;;2019/12/13 16:56:48.504
33002029023P5;CI�NCIAS FARMAC�UTICAS;19;;USP/RP;1988;1998;2019/12/13 16:56:48.506
33004030081P7;AN�LISES CL�NICAS;19;;UNESP/ARAR;1997;1997;2019/12/13 16:56:48.509
24001015015P5;PRODUTOS NATURAIS E SINT�TICOS BIOATIVOS;19;;UFPB/J.P.;1978;1998;2019/12/13 16:56:48.511
33002010079P5;FARM�CIA (AN�LISES CL�NICAS);19;;USP;1972;1989;2019/12/13 16:56:48.512
42001013023P9;CI�NCIAS FARMAC�UTICAS;19;;UFRGS;1970;1992;2019/12/13 16:56:48.513
33002010078P9;TECNOLOGIA BIOQU�MICO-FARMAC�UTICA;19;;USP;1973;1990;2019/12/13 16:56:48.514
33002029039P9;TOXICOLOGIA;19;;USP/RP;2005;2005;2019/12/13 16:56:48.516
33004030078P6;CI�NCIAS FARMAC�UTICAS;19;;UNESP/ARAR;1997;2005;2019/12/13 16:56:48.767
40004015018P9;CI�NCIAS FARMAC�UTICAS;19;;UEM;1999;2006;2019/12/13 16:56:48.768
41001010044P7;FARM�CIA;19;;UFSC;1999;2005;2019/12/13 16:56:48.770
40001016042P8;CI�NCIAS FARMAC�UTICAS;19;;UFPR;2000;-1;2019/12/13 16:56:48.772
33002010080P3;TOXICOLOGIA E AN�LISES TOXICOL�GICAS;19;;USP;1972;1999;2019/12/13 16:56:48.772
33002010081P0;F�RMACOS E MEDICAMENTOS;19;;USP;1978;1987;2019/12/13 16:56:48.772
32001010055P0;CI�NCIAS FARMAC�UTICAS;19;;UFMG;1996;1996;2019/12/13 16:56:48.772
33002029041P3;BIOCI�NCIAS APLICADAS  � FARM�CIA;19;;USP/RP;2005;2005;2019/12/13 16:56:48.772
31001017099P4;CI�NCIAS FARMAC�UTICAS;19;;UFRJ;1991;;2019/12/13 16:56:48.772
41005015008P2;CI�NCIAS FARMAC�UTICAS;19;;UNIVALI;2001;;2019/12/13 16:56:48.772
42002010029P7;CI�NCIAS FARMAC�UTICAS;19;;UFSM;2004;;2019/12/13 16:56:48.772
25001019027P6;CI�NCIAS FARMAC�UTICAS;19;;UFPE;1976;2003;2019/12/13 16:56:48.772
40004015022P6;AN�LISES CL�NICAS;19;;UEM;2003;;2019/12/13 16:56:48.772
23001011040P7;CI�NCIAS FARMAC�UTICAS;19;;UFRN;2005;;2019/12/13 16:56:48.772
32011016003P1;CI�NCIAS FARMAC�UTICAS;19;;UNIFAL;2005;;2019/12/13 16:56:48.772
52001016031P0;CI�NCIAS FARMAC�UTICAS;19;;UFG;2005;;2019/12/13 16:56:48.772
15001016049P1;CI�NCIAS FARMAC�UTICAS;19;;UFPA;2006;;2019/12/13 16:56:48.772
22001018038P0;CI�NCIAS FARMAC�UTICAS;19;;UFC;2001;;2019/12/13 16:56:48.772
33002029017P5;ENFERMAGEM FUNDAMENTAL;20;;USP/RP;1979;1991;2019/12/13 16:56:48.772
33002029027P0;ENFERMAGEM EM SA�DE P�BLICA;20;;USP/RP;1991;1998;2019/12/13 16:56:49.244
33002010120P5;ENFERMAGEM;20;;USP;;1981;2019/12/13 16:56:49.246
41001010009P7;ENFERMAGEM;20;;UFSC;1976;1993;2019/12/13 16:56:49.247
33009015035P2;ENFERMAGEM;20;;UNIFESP;1996;1986;2019/12/13 16:56:49.476
33002029016P9;ENFERMAGEM PSIQUI�TRICA;20;;USP/RP;1975;1999;2019/12/13 16:56:49.480
22001018021P0;ENFERMAGEM;20;;UFC;1993;1998;2019/12/13 16:56:49.485
33002010186P6;ENFERMAGEM NA SA�DE DO ADULTO;20;;USP;2000;2000;2019/12/13 16:56:49.486
31001017060P0;ENFERMAGEM;20;;UFRJ;1972;1990;2019/12/13 16:56:49.489
33002010083P2;ENFERMAGEM;20;;USP;1973;1989;2019/12/13 16:56:49.490
33003017072P7;ENFERMAGEM;20;;UNICAMP;1999;;2019/12/13 16:56:49.497
32001010046P0;ENFERMAGEM;20;;UFMG;1994;2005;2019/12/13 16:56:49.501
28001010014P3;ENFERMAGEM;20;;UFBA;1979;2006;2019/12/13 16:56:49.503
42001013067P6;ENFERMAGEM;20;;UFRGS;1998;2006;2019/12/13 16:56:49.504
31004016026P6;ENFERMAGEM;20;;UERJ;1998;;2019/12/13 16:56:49.513
42004012009P5;ENFERMAGEM;20;;FURG;2001;;2019/12/13 16:56:49.514
24001015016P1;ENFERMAGEM;20;;UFPB/J.P.;1979;;2019/12/13 16:56:49.517
52001016023P7;ENFERMAGEM;20;;UFG;2003;;2019/12/13 16:56:49.526
31021018001P8;ENFERMAGEM;20;;UNIRIO;1982;;2019/12/13 16:56:49.761
22003010012P3;CUIDADOS CLINICOS EM SA�DE;20;;FUNECE;2005;;2019/12/13 16:56:49.761
33117012002P3;ENFERMAGEM;20;;UnG;2004;;2019/12/13 16:56:49.762
40001016045P7;ENFERMAGEM;20;;UFPR;2002;;2019/12/13 16:56:49.764
23001011029P3;ENFERMAGEM;20;;UFRN;2001;;2019/12/13 16:56:49.996
50001019015P9;ENFERMAGEM;20;;UFMT;2006;;2019/12/13 16:56:49.996
40004015024P9;ENFERMAGEM;20;;UEM;2004;;2019/12/13 16:56:49.996
33001014016P7;FISIOTERAPIA;21;;UFSCAR;1997;2002;2019/12/13 16:56:49.996
33002010084P9;EDUCA��O F�SICA;21;;USP;1977;1989;2019/12/13 16:56:49.996
32001010062P6;CI�NCIAS DA REABILITA��O;21;;UFMG;2002;2006;2019/12/13 16:56:49.996
33004137062P0;CI�NCIAS DA MOTRICIDADE;21;;UNESP/RC;1991;2001;2019/12/13 16:56:49.996
31006019004P5;EDUCA��O F�SICA;21;;UGF;1985;1994;2019/12/13 16:56:49.996
42001013051P2;CI�NCIAS DO MOVIMENTO HUMANO;21;;UFRGS;1989;1999;2019/12/13 16:56:49.996
41001010039P3;EDUCA��O F�SICA;21;;UFSC;1996;2006;2019/12/13 16:56:49.996
33009015026P3;DIST�RBIOS DA COMUNICA��O HUMANA (FONOAUDIOLOGIA);21;;UNIFESP;1982;1982;2019/12/13 16:56:49.996
33002010182P0;CI�NCIAS DA REABILITA��O;21;;USP;1998;1998;2019/12/13 16:56:49.996
33003017046P6;EDUCA��O F�SICA;21;;UNICAMP;1988;1993;2019/12/13 16:56:49.996
